t,emitT,seq,verb,outcome,m,tags,special,sig,k,clearedBy,slot
91394804,91394804,719,WRITE,OK,0.567249,,,s087e559e,,,5fd1f4d0
91398990,91398990,720,WRITE,OK,0.399721,,,s087e559e,,,5fd1f4d0
91418265,91418265,721,WRITE,OK,0.641666,,,s087e559e,,,5fd1f4d0
91432639,91432639,722,WRITE,OK,0.111499,,,s087e559e,,,64105479
91434543,91434543,723,WRITE,OK,0.176722,,,s087e559e,,,64105479
91439895,91439895,724,WRITE,OK,0.288221,,,s087e559e,,,f6c33041
91460868,91460868,725,RUN,OK,0.263532,,,s636ffe63,,,7a388e8a
91585259,91585259,726,RUN,OK,0.951438,,,s636ffe63,,,7a388e8a
91629186,91629186,727,RUN,OK,0.470482,,,s636ffe63,,,7a388e8a
91670866,91670866,728,RUN,OK,0.086483,,,s636ffe63,,,7a388e8a
91681069,91681069,729,READ,OK,0.000000,,,s1d76b935,,,c1b20bd4
91716481,91716481,730,OTHER,OK,0.300000,,,s25039d63,,,38839b78
91719043,91719043,731,RUN,FAIL,0.500000,,,sd362fba7,,,7a388e8a
91729324,91729324,732,RUN,OK,0.008579,,,s636ffe63,,,39a4d189
91746502,91746502,733,WRITE,OK,0.258893,,,s087e559e,,,f6c33041
91748853,91748853,734,RUN,OK,0.010372,,,s636ffe63,,,7a388e8a
91769680,91769680,735,RUN,OK,0.005961,,,s636ffe63,,,7a388e8a
91815562,91815562,736,WRITE,OK,0.629286,,,sefa5ec31,,,702cd828
91848798,91848798,737,WRITE,OK,0.517787,,,s087e559e,,,da7161f2
91867280,91867280,738,WRITE,OK,0.473641,,,s087e559e,,,5c5c6fa8
91887752,91887752,739,WRITE,OK,0.222999,,,s087e559e,,,1091011c
91918577,91918577,740,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
91930496,91930496,741,OTHER,OK,0.300000,,,s25039d63,,,38839b78
91941009,91941009,742,RUN,OK,0.458527,,,s636ffe63,,,2b04cf55
91961814,91961814,743,RUN,OK,0.381488,,,s636ffe63,,,7a388e8a
91983322,91983322,744,RUN,OK,0.009975,,,s636ffe63,,,2b04cf55
92007439,92007439,745,RUN,OK,0.009577,,,s636ffe63,,,2b04cf55
92024734,92024734,746,RUN,OK,0.005149,,,s636ffe63,,,2b04cf55
92050699,92050699,747,RUN,OK,0.006770,,,s636ffe63,,,2b04cf55
92066706,92066706,748,RUN,OK,0.007777,,,s636ffe63,,,2b04cf55
92066706,92066706,749,OTHER,NA,0.000000,,DONE,,,,
95910072,95910072,750,OTHER,NA,0.000000,,SESSION_START,,,,
95910072,95910072,751,WRITE,OK,0.111499,,,s087e559e,,,5d9c70e5
95918153,95918153,752,WRITE,OK,0.489740,,,s087e559e,,,5d9c70e5
95921182,95921182,753,WRITE,OK,0.111499,,,s087e559e,,,5d9c70e5
95924370,95924370,754,WRITE,OK,0.313018,,,s087e559e,,,5d9c70e5
95935416,95935416,755,WRITE,OK,0.313018,,,s087e559e,,,5d9c70e5
95940248,95940248,756,WRITE,OK,0.334498,,,s087e559e,,,f4020466
95942494,95942494,757,WRITE,OK,0.176722,,,s087e559e,,,f4020466
95945328,95945328,758,WRITE,OK,0.176722,,,s087e559e,,,f4020466
95948127,95948127,759,WRITE,OK,0.176722,,,s087e559e,,,f4020466
95950491,95950491,760,WRITE,OK,0.176722,,,s087e559e,,,f4020466
95967610,95967610,761,WRITE,OK,0.111499,,,s087e559e,,,5d9c70e5
95969495,95969495,762,WRITE,OK,0.176722,,,s087e559e,,,5d9c70e5
95992235,95992235,763,RUN,OK,0.611579,,,s636ffe63,,,f17d1648
96016557,96016557,764,WRITE,OK,0.111499,,,s087e559e,,,da7161f2
96025982,96025982,765,SAVE,OK,0.300000,,,s8ac6478e,,,38457d27
96053376,96053376,766,RUN,OK,0.019684,,,s636ffe63,,,2b04cf55
96083233,96083233,767,RUN,OK,0.010966,,,s636ffe63,,,7a388e8a
96097508,96097508,768,READ,OK,0.154589,,,s1d76b935,,,6faf6038
96117487,96117487,769,WRITE,OK,0.313018,,,s087e559e,,,5d9c70e5
96118888,96118888,770,RUN,OK,0.015468,,,s636ffe63,,,7a388e8a
96150512,96150512,771,WRITE,OK,0.481892,,,s087e559e,,,5d9c70e5
96151845,96151845,772,RUN,OK,0.015274,,,s636ffe63,,,7a388e8a
96163909,96163909,773,RUN,OK,0.010768,,,s636ffe63,,,7a388e8a
96171874,96171874,774,RUN,OK,0.006568,,,s636ffe63,,,7a388e8a
96185589,96185589,775,RUN,OK,0.021008,,,s636ffe63,,,7a388e8a
96222907,96222907,776,RUN,OK,0.617046,,,s636ffe63,,,f17d1648
96238836,96238836,777,RUN,OK,0.410204,,,s636ffe63,,,2b04cf55
96265191,96265191,778,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
96274270,96274270,779,OTHER,OK,0.300000,,,s25039d63,,,38839b78
96279495,96279495,780,WRITE,OK,0.176722,,,s087e559e,,,1091011c
96279495,96279495,781,OTHER,NA,0.000000,,DONE,,,,
120728356,120728356,782,OTHER,NA,0.000000,,SESSION_START,,,,
120728356,120728356,783,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
120734793,120734793,784,RUN,OK,0.335469,,,s636ffe63,,,2b04cf55
120769552,120769552,785,RUN,OK,0.019114,,,s636ffe63,,,7a388e8a
120792749,120792749,786,WRITE,OK,0.671490,,,sefa5ec31,,,dbb28b79
120798782,120798782,787,RUN,OK,0.292529,,,s636ffe63,,,7a388e8a
120846965,120846965,788,RUN,OK,0.768293,,,s636ffe63,,,7a388e8a
120859664,120859664,789,READ,OK,0.000000,,,s1d76b935,,,4d444779
121011121,121011121,790,READ,OK,0.000000,,,s1d76b935,,,ca6b5bd6
121026827,121026827,791,RUN,OK,0.021008,,,s636ffe63,,,7a388e8a
121054437,121054437,792,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
121069657,121069657,793,WRITE,OK,0.176722,,,s087e559e,,,1091011c
121069955,121069955,794,OTHER,OK,0.300000,,,s25039d63,,,38839b78
122637332,122637332,795,OTHER,OK,0.300000,,,sd7ecfb9b,,,b028210f
122643925,122643925,796,RUN,OK,0.351989,,,s636ffe63,,,c43fff94
122662078,122662078,797,RUN,OK,0.015274,,,s636ffe63,,,dc11656f
122685305,122685305,798,RUN,OK,0.011559,,,s636ffe63,,,05e42f30
122831557,122831557,799,RUN,OK,0.009776,,,s636ffe63,,,56e2d476
122863217,122863217,800,RUN,OK,0.010768,,,s636ffe63,,,1e63924c
122899955,122899955,801,RUN,OK,0.007978,,,s636ffe63,,,7af7bc38
122987148,122987148,802,RUN,OK,0.044349,,,s636ffe63,,,7a388e8a
123067313,123067313,803,RUN,OK,0.011756,,,s636ffe63,,,7a388e8a
123103529,123103529,804,RUN,OK,0.009178,,,s636ffe63,,,7a388e8a
123125098,123125098,805,RUN,OK,0.022698,,,s636ffe63,,,c9dafebc
123150996,123150996,806,RUN,OK,0.024374,,,s636ffe63,,,7a388e8a
123208586,123208586,807,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
123211546,123211546,808,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
123214090,123214090,809,OTHER,OK,0.300000,,,scbfe88ab,,,f1832731
123224739,123224739,810,OTHER,OK,0.300000,,,s25039d63,,,38839b78
123232237,123232237,811,WRITE,OK,0.504374,,,s087e559e,,,ac49e390
123239661,123239661,812,WRITE,OK,0.313018,,,s087e559e,,,5fd1f4d0
123242288,123242288,813,WRITE,OK,0.258893,,,s087e559e,,,5fd1f4d0
123265926,123265926,814,WRITE,FAIL,0.517787,,,se471e472,,,f4020466
123272217,123272217,815,WRITE,FAIL,0.500000,,,se471e472,,,f4020466
123275100,123275100,816,WRITE,OK,0.176722,,,s087e559e,,,5d9c70e5
123279014,123279014,817,WRITE,OK,0.258893,,,s087e559e,,,5d9c70e5
123289106,123289106,818,RUN,OK,0.006972,,,s636ffe63,,,7a388e8a
123305869,123305869,819,READ,OK,0.177398,,,s1d76b935,,,8711bf67
123326459,123326459,820,WRITE,OK,0.313018,,,s087e559e,,,f4020466
123326809,123326809,821,READ,OK,0.288642,,,s1d76b935,,,8711bf67
123340940,123340940,822,WRITE,OK,0.385724,,,s087e559e,,,f4020466
123393046,123393046,823,WRITE,OK,0.511220,,,sefa5ec31,,,980e1ba8
123405146,123405146,824,WRITE,OK,0.615873,,,s087e559e,,,f4020466
123407117,123407117,825,WRITE,OK,0.176722,,,s087e559e,,,5d9c70e5
123460159,123460159,826,WRITE,OK,0.725614,,,sefa5ec31,,,753bf1fe
123488618,123488618,827,RUN,OK,0.596994,,,s636ffe63,,,7a388e8a
123508313,123508313,828,RUN,OK,0.079481,,,s636ffe63,,,7a388e8a
123524976,123524976,829,RUN,OK,0.017011,,,s636ffe63,,,7a388e8a
123543187,123543187,830,READ,OK,0.000000,,,s1d76b935,,,40ac18af
123543386,123543386,831,READ,OK,0.000000,,,s1d76b935,,,d2860056
123578714,123578714,832,RUN,OK,0.015854,,,s636ffe63,,,7a388e8a
123588785,123588785,833,READ,OK,0.000000,,,s1d76b935,,,c65550e6
123589135,123589135,834,READ,OK,0.000000,,,s1d76b935,,,2d1f864d
123657458,123657458,835,OTHER,OK,0.300000,,,s25039d63,,,38839b78
123657660,123657660,836,OTHER,OK,0.300000,,,s25039d63,,,38839b78
123666311,123666311,837,RUN,OK,0.045190,,,s636ffe63,,,7a388e8a
123683074,123683074,838,WRITE,OK,0.222999,,,s087e559e,,,932db2f8
123710730,123710730,839,WRITE,OK,0.820362,,,sefa5ec31,,,9992f5e6
123738668,123738668,840,WRITE,OK,0.729112,,,sefa5ec31,,,54c0c4c8
123772668,123772668,841,WRITE,OK,0.800555,,,sefa5ec31,,,b96dd9d6
123795811,123795811,842,WRITE,OK,0.258893,,,s087e559e,,,a3cff61b
123796833,123796833,843,WRITE,OK,0.258893,,,s087e559e,,,a3cff61b
123799698,123799698,844,WRITE,OK,0.435616,,,s087e559e,,,a3cff61b
123800637,123800637,845,RUN,OK,0.005961,,,s636ffe63,,,39a4d189
123808548,123808548,846,RUN,OK,0.011164,,,s636ffe63,,,39a4d189
123840555,123840555,847,WRITE,OK,0.685692,,,sefa5ec31,,,b4e7e98a
123843204,123843204,848,RUN,OK,0.157762,,,s636ffe63,,,7a388e8a
123872377,123872377,849,RUN,OK,0.450199,,,s636ffe63,,,7a388e8a
123897775,123897775,850,RUN,OK,0.215139,,,s636ffe63,,,7a388e8a
123916343,123916343,851,WRITE,OK,0.176722,,,s087e559e,,,a3cff61b
123934023,123934023,852,RUN,FAIL,0.522426,,,sd362fba7,,,7a388e8a
123960332,123960332,853,RUN,OK,0.504871,,,s636ffe63,,,7a388e8a
123983354,123983354,854,READ,OK,0.000000,,,s1d76b935,,,309ab3ce
124007993,124007993,855,OTHER,OK,0.300000,,,s25039d63,,,38839b78
124008390,124008390,856,OTHER,OK,0.300000,,,s25039d63,,,38839b78
124012949,124012949,857,RUN,OK,0.032381,,,s636ffe63,,,f17d1648
124039014,124039014,858,WRITE,OK,0.567249,,,sefa5ec31,,,464da260
124041076,124041076,859,WRITE,FAIL,0.500000,,,s4a1fc1a3,,,2a835a05
124054582,124054582,860,READ,OK,0.118335,,,s1d76b935,,,870ace14
124065534,124065534,861,WRITE,OK,0.176722,,,s087e559e,,,2a835a05
124097395,124097395,862,WRITE,FAIL,0.589319,,,se471e472,,,da7161f2
124108589,124108589,863,READ,OK,0.089402,,,s1d76b935,,,a8b4a31b
124144214,124144214,864,WRITE,OK,0.567249,,,s087e559e,,,da7161f2
124173470,124173470,865,WRITE,OK,0.435616,,,s087e559e,,,5c5c6fa8
124176868,124176868,866,WRITE,FAIL,0.500000,,,se471e472,,,033ca735
124184932,124184932,867,WRITE,OK,0.111499,,,s087e559e,,,1091011c
124195584,124195584,868,RUN,OK,0.004742,,,s636ffe63,,,05e42f30
124219090,124219090,869,READ,OK,0.190523,,,s1d76b935,,,0b4118cc
124238218,124238218,870,WRITE,OK,0.176722,,,s087e559e,,,033ca735
124281758,124281758,871,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
124281758,124281758,-1,SAVE,OK,0.300000,,RESOLVE,,,,
124300565,124300565,872,RUN,OK,0.355278,,,s636ffe63,,,7a388e8a
124316001,124316001,873,RUN,OK,0.013718,,,s636ffe63,,,2b04cf55
124335142,124335142,874,RUN,OK,0.010372,,,s636ffe63,,,2b04cf55
124392149,124392149,875,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
124421987,124421987,876,SAVE,OK,0.300000,,,s8ac6478e,,,45559360
124431701,124431701,877,OTHER,OK,0.300000,,,s25039d63,,,38839b78
124436331,124436331,878,WRITE,OK,0.176722,,,s087e559e,,,1091011c
124436331,124436331,879,OTHER,NA,0.000000,,DONE,,,,
166380801,166380801,880,OTHER,NA,0.000000,,SESSION_START,,,,
166380801,166380801,881,READ,OK,0.436982,,,s1d76b935,,,50e55e90
166382588,166382588,882,RUN,OK,0.057575,,,s636ffe63,,,2b04cf55
166443658,166443658,883,READ,OK,0.569794,,,s1d76b935,,,8d5efaff
166443719,166443719,884,READ,OK,0.439557,,,s1d76b935,,,86bde6c2
166488320,166488320,885,RUN,OK,0.010768,,,s636ffe63,,,39a4d189
166490776,166490776,886,RUN,OK,0.201156,,,s636ffe63,,,05e42f30
166508725,166508725,887,RUN,OK,0.016433,,,s636ffe63,,,2b04cf55
166509086,166509086,888,READ,OK,0.589163,,,s1d76b935,,,24cebcb1
166597014,166597014,889,READ,OK,0.000211,,,sf97e018e,,,75816f9f
166597980,166597980,890,RUN,OK,0.010174,,,s636ffe63,,,1e63924c
166598393,166598393,891,RUN,OK,0.010570,,,s636ffe63,,,1e63924c
166607576,166607576,892,RUN,OK,0.010966,,,s636ffe63,,,1e63924c
166607891,166607891,893,READ,OK,0.188227,,,s1d76b935,,,d98b2338
166623976,166623976,894,RUN,OK,0.007173,,,s636ffe63,,,7af7bc38
166624997,166624997,895,RUN,OK,0.007777,,,s636ffe63,,,05e42f30
166635995,166635995,896,RUN,OK,0.008979,,,s636ffe63,,,1e63924c
166644150,166644150,897,READ,OK,0.388343,,,s1d76b935,,,dcc59fc1
166644150,166644150,898,OTHER,NA,0.000000,,DONE,,,,
